,_id,originName,packageCntSum,totalWeightSum,districtName,season,transmode,impExpFlag,commodity,organic,reportDate,checksum_sha256,crawl_date,Year,Month,Day
0,5f247f7d04c6e684f5a2072f,CALIFORNIA-CENTRAL,41638.0,333104,SANTA MARIA,2020,Truck,D,1,True,2020-07-30 00:00:00.000,a6e5382a79e47745382e4cb06747240a11e132e21fdd5311dbad626444dfef3a,2020-07-31 13:30:53.334,2020,1,1
1,5f247f7d04c6e684f5a2072c,CALIFORNIA-CENTRAL,253275.0,2026200,SANTA MARIA,2020,Truck,D,1,False,2020-07-30 00:00:00.000,e55dd9d934b931b40e3f0e816c289508423a325dff585b48643861f4a9584063,2020-07-31 13:30:53.327,2020,1,1
2,5f247f7d04c6e684f5a2072e,CALIFORNIA-CENTRAL,90504.0,724032,SALINAS-WATSONVILLE,2020,Truck,D,1,True,2020-07-30 00:00:00.000,064449a6b787f6c94e63d46defa9a1d894e37d7e4891b49a1ee9f46b3180f8b4,2020-07-31 13:30:53.332,2020,1,1
3,5f247f7d04c6e684f5a2072d,CALIFORNIA-CENTRAL,486363.0,3890904,SALINAS-WATSONVILLE,2020,Truck,D,1,False,2020-07-30 00:00:00.000,137869d84f6cdc59a6775d3c92289f73cd23aa271e7c36cf01861905602b0e9d,2020-07-31 13:30:53.330,2020,1,1
